,trial_index,stim_0,stim_1,stim_2,rater,last_selected,selected,session
0,8471,3084,4297,2641,5104,3,0,0
1,8471,2913,4297,2641,5104,0,0,0
2,8471,3680,4297,2641,5104,0,2,0
3,8471,3680,4297,2927,5104,2,1,0
4,8471,3680,3285,2927,5104,1,2,0
5,8471,3680,3285,3410,5104,2,0,0
6,8471,4287,3285,3410,5104,0,0,0
7,8471,3267,3285,3410,5104,0,1,0
8,8472,4611,4175,4106,5104,3,0,0
9,8472,4149,4175,4106,5104,0,2,0
10,8472,4149,4175,4534,5104,2,2,0
11,8472,4149,4175,4335,5104,2,0,0
12,8472,2635,4175,4335,5104,0,0,0
13,8472,3350,4175,4335,5104,0,0,0
14,8472,3549,4175,4335,5104,0,0,0
15,8472,3501,4175,4335,5104,0,0,0
16,8473,4366,3479,2688,5104,3,2,0
17,8473,4366,3479,3733,5104,2,1,0
18,8473,4366,2694,3733,5104,1,1,0
19,8473,4366,4350,3733,5104,1,1,0
20,8473,4366,2693,3733,5104,1,2,0
21,8473,4366,2693,4318,5104,2,2,0
22,8473,4366,2693,3782,5104,2,0,0
23,8473,4106,2693,3782,5104,0,0,0
24,8474,3993,4199,4200,5104,3,2,0
25,8474,3993,4199,4157,5104,2,2,0
26,8474,3993,4199,2559,5104,2,2,0
27,8474,3993,4199,2705,5104,2,0,0
28,8474,4135,4199,2705,5104,0,1,0
29,8474,4135,2506,2705,5104,1,1,0
30,8474,4135,3881,2705,5104,1,1,0
31,8474,4135,4318,2705,5104,1,1,0
32,8475,2688,3859,4579,5104,3,2,0
33,8475,2688,3859,2904,5104,2,1,0
34,8475,2688,3836,2904,5104,1,2,0
35,8475,2688,3836,2634,5104,2,2,0
36,8475,2688,3836,4564,5104,2,2,0
37,8475,2688,3836,4272,5104,2,1,0
38,8475,2688,4544,4272,5104,1,1,0
39,8475,2688,3421,4272,5104,1,1,0
40,8476,3019,3874,3267,5104,3,2,0
41,8476,3019,3874,3549,5104,2,0,0
42,8476,3192,3874,3549,5104,0,0,0
43,8476,2862,3874,3549,5104,0,0,0
44,8476,4494,3874,3549,5104,0,1,0
45,8476,4494,2977,3549,5104,1,1,0
46,8476,4494,3841,3549,5104,1,1,0
47,8476,4494,4423,3549,5104,1,0,0
48,8477,4340,3061,3641,5104,3,2,0
49,8477,4340,3061,2807,5104,2,2,0
50,8477,4340,3061,3967,5104,2,2,0
51,8477,4340,3061,4514,5104,2,2,0
52,8477,4340,3061,4676,5104,2,2,0
53,8477,4340,3061,3733,5104,2,2,0
54,8477,4340,3061,2869,5104,2,2,0
55,8477,4340,3061,4560,5104,2,2,0
56,8478,4106,3192,3028,5104,3,2,0
57,8478,4106,3192,3846,5104,2,2,0
58,8478,4106,3192,3881,5104,2,2,0
59,8478,4106,3192,3008,5104,2,2,0
60,8478,4106,3192,2796,5104,2,2,0
61,8478,4106,3192,4611,5104,2,2,0
62,8478,4106,3192,2927,5104,2,2,0
63,8478,4106,3192,2977,5104,2,2,0
64,8479,4333,4293,4199,5104,3,1,0
65,8479,4333,4534,4199,5104,1,0,0
66,8479,4200,4534,4199,5104,0,0,0
67,8479,4361,4534,4199,5104,0,0,0
68,8479,2871,4534,4199,5104,0,0,0
69,8479,3046,4534,4199,5104,0,0,0
70,8479,4565,4534,4199,5104,0,2,0
71,8479,4565,4534,2754,5104,2,1,0
72,8480,3760,3298,3478,5104,3,2,0
73,8480,3760,3298,2688,5104,2,1,0
74,8480,3760,3881,2688,5104,1,2,0
75,8480,3760,3881,2963,5104,2,0,0
76,8480,4106,3881,2963,5104,0,0,0
77,8480,3410,3881,2963,5104,0,0,0
78,8480,4272,3881,2963,5104,0,0,0
79,8480,2559,3881,2963,5104,0,0,0
80,8481,3270,3676,3841,5104,3,2,0
81,8481,3270,3676,2796,5104,2,2,0
82,8481,3270,3676,4540,5104,2,2,0
83,8481,3270,3676,4335,5104,2,2,0
84,8481,3270,3676,4157,5104,2,1,0
85,8481,3270,3211,4157,5104,1,1,0
86,8481,3270,4361,4157,5104,1,1,0
87,8481,3270,3061,4157,5104,1,1,0
88,8482,3881,3933,3680,5104,3,2,0
89,8482,3881,3933,3993,5104,2,2,0
90,8482,3881,3933,3322,5104,2,2,0
91,8482,3881,3933,3934,5104,2,2,0
92,8482,3881,3933,4611,5104,2,2,0
93,8482,3881,3933,2634,5104,2,2,0
94,8482,3881,3933,4649,5104,2,0,0
95,8482,2888,3933,4649,5104,0,0,0
96,8483,3993,4232,3211,5104,3,2,0
97,8483,3993,4232,2635,5104,2,2,0
98,8483,3993,4232,4505,5104,2,2,0
99,8483,3993,4232,4005,5104,2,1,0
100,8483,3993,3621,4005,5104,1,1,0
101,8483,3993,3828,4005,5104,1,1,0
102,8483,3993,3028,4005,5104,1,1,0
103,8483,3993,3967,4005,5104,1,1,0
104,8484,4158,4666,2469,5104,3,2,0
105,8484,4158,4666,2754,5104,2,2,0
106,8484,4158,4666,3008,5104,2,1,0
107,8484,4158,3052,3008,5104,1,2,0
108,8484,4158,3052,3549,5104,2,2,0
109,8484,4158,3052,4417,5104,2,2,0
110,8484,4158,3052,2773,5104,2,1,0
111,8484,4158,2705,2773,5104,1,1,0
112,8485,3501,3549,4544,5104,3,1,0
113,8485,3501,2882,4544,5104,1,2,0
114,8485,3501,2882,3019,5104,2,2,0
115,8485,3501,2882,2464,5104,2,2,0
116,8485,3501,2882,2976,5104,2,2,0
117,8485,3501,2882,4358,5104,2,2,0
118,8485,3501,2882,3270,5104,2,0,0
119,8485,3028,2882,3270,5104,0,0,0
120,8486,3876,4236,4611,5104,3,0,0
121,8486,4199,4236,4611,5104,0,1,0
122,8486,4199,3874,4611,5104,1,0,0
123,8486,3916,3874,4611,5104,0,0,0
124,8486,3683,3874,4611,5104,0,0,0
125,8486,3170,3874,4611,5104,0,0,0
126,8486,2586,3874,4611,5104,0,0,0
127,8486,4244,3874,4611,5104,0,0,0
128,8487,3298,3881,3993,5104,3,2,0
129,8487,3298,3881,2537,5104,2,1,0
130,8487,3298,2694,2537,5104,1,1,0
131,8487,3298,4466,2537,5104,1,1,0
132,8487,3298,3658,2537,5104,1,1,0
133,8487,3298,3046,2537,5104,1,1,0
134,8487,3298,2760,2537,5104,1,0,0
135,8487,3836,2760,2537,5104,0,1,0
136,8488,4297,4534,2871,5104,3,2,0
137,8488,4297,4534,3501,5104,2,2,0
138,8488,4297,4534,4323,5104,2,2,0
139,8488,4297,4534,2469,5104,2,2,0
140,8488,4297,4534,4229,5104,2,2,0
141,8488,4297,4534,4564,5104,2,2,0
142,8488,4297,4534,3967,5104,2,1,0
143,8488,4297,4505,3967,5104,1,1,0
144,8489,4113,3420,3052,5104,3,2,0
145,8489,4113,3420,3326,5104,2,2,0
146,8489,4113,3420,3621,5104,2,2,0
147,8489,4113,3420,3211,5104,2,2,0
148,8489,4113,3420,2904,5104,2,2,0
149,8489,4113,3420,3019,5104,2,2,0
150,8489,4113,3420,4564,5104,2,1,0
151,8489,4113,4494,4564,5104,1,1,0
152,8490,4078,4335,3841,5104,3,2,0
153,8490,4078,4335,4062,5104,2,2,0
154,8490,4078,4335,2796,5104,2,0,0
155,8490,3721,4335,2796,5104,0,0,0
156,8490,3322,4335,2796,5104,0,0,0
157,8490,4175,4335,2796,5104,0,0,0
158,8490,3371,4335,2796,5104,0,0,0
159,8490,3760,4335,2796,5104,0,0,0
160,8491,3814,4297,4149,5104,3,1,0
161,8491,3814,3621,4149,5104,1,1,0
162,8491,3814,4417,4149,5104,1,0,0
163,8491,3339,4417,4149,5104,0,2,0
164,8491,3339,4417,4044,5104,2,2,0
165,8491,3339,4417,4005,5104,2,2,0
166,8491,3339,4417,2623,5104,2,2,0
167,8491,3339,4417,3859,5104,2,2,0
168,8492,3933,2773,2913,5104,3,2,0
169,8492,3933,2773,2634,5104,2,2,0
170,8492,3933,2773,3267,5104,2,1,0
171,8492,3933,4113,3267,5104,1,0,0
172,8492,2690,4113,3267,5104,0,2,0
173,8492,2690,4113,4676,5104,2,2,0
174,8492,2690,4113,3410,5104,2,2,0
175,8492,2690,4113,2977,5104,2,2,0
176,8493,4008,3479,3828,5104,3,1,0
177,8493,4008,2913,3828,5104,1,0,0
178,8493,4244,2913,3828,5104,0,1,0
179,8493,4244,3478,3828,5104,1,1,0
180,8493,4244,4287,3828,5104,1,2,0
181,8493,4244,4287,3597,5104,2,2,0
182,8493,4244,4287,4229,5104,2,2,0
183,8493,4244,4287,4200,5104,2,2,0
184,8494,4540,4287,2773,5104,3,2,0
185,8494,4540,4287,3881,5104,2,2,0
186,8494,4540,4287,3326,5104,2,2,0
187,8494,4540,4287,3420,5104,2,2,0
188,8494,4540,4287,3916,5104,2,1,0
189,8494,4540,4348,3916,5104,1,0,0
190,8494,4544,4348,3916,5104,0,0,0
191,8494,4236,4348,3916,5104,0,0,0
192,8495,4062,4199,4100,5104,3,0,0
193,8495,4649,4199,4100,5104,0,0,0
194,8495,2586,4199,4100,5104,0,2,0
195,8495,2586,4199,4466,5104,2,0,0
196,8495,2807,4199,4466,5104,0,0,0
197,8495,4078,4199,4466,5104,0,0,0
198,8495,2717,4199,4466,5104,0,0,0
199,8495,4157,4199,4466,5104,0,0,0
200,8496,4564,3876,3841,5104,3,2,0
201,8496,4564,3876,4544,5104,2,2,0
202,8496,4564,3876,4289,5104,2,2,0
203,8496,4564,3876,4232,5104,2,2,0
204,8496,4564,3876,3680,5104,2,2,0
205,8496,4564,3876,3564,5104,2,2,0
206,8496,4564,3876,4560,5104,2,0,0
207,8496,4534,3876,4560,5104,0,0,0
208,8497,4649,2862,4423,5104,3,2,0
209,8497,4649,2862,3969,5104,2,0,0
210,8497,2442,2862,3969,5104,0,1,0
211,8497,2442,3876,3969,5104,1,1,0
212,8497,2442,4157,3969,5104,1,0,0
213,8497,3564,4157,3969,5104,0,0,0
214,8497,4297,4157,3969,5104,0,0,0
215,8497,3421,4157,3969,5104,0,0,0
216,8498,4340,4361,2442,5104,3,0,0
217,8498,4158,4361,2442,5104,0,0,0
218,8498,4175,4361,2442,5104,0,0,0
219,8498,3478,4361,2442,5104,0,0,0
220,8498,2760,4361,2442,5104,0,0,0
221,8498,2976,4361,2442,5104,0,0,0
222,8498,3881,4361,2442,5104,0,0,0
223,8498,4505,4361,2442,5104,0,2,0
224,8499,3298,4158,3934,5104,3,0,0
225,8499,3479,4158,3934,5104,0,1,0
226,8499,3479,4540,3934,5104,1,1,0
227,8499,3479,4113,3934,5104,1,1,0
228,8499,3479,3176,3934,5104,1,1,0
229,8499,3479,2690,3934,5104,1,1,0
230,8499,3479,3735,3934,5104,1,1,0
231,8499,3479,4649,3934,5104,1,1,0
232,8500,3699,3028,3176,5104,3,1,0
233,8500,3699,4149,3176,5104,1,0,0
234,8500,4157,4149,3176,5104,0,0,0
235,8500,4078,4149,3176,5104,0,0,0
236,8500,4229,4149,3176,5104,0,0,0
237,8500,2904,4149,3176,5104,0,0,0
238,8500,4232,4149,3176,5104,0,1,0
239,8500,4232,3782,3176,5104,1,0,0
240,8501,3148,4565,4564,5104,3,0,0
241,8501,3597,4565,4564,5104,0,2,0
242,8501,3597,4565,3549,5104,2,0,0
243,8501,3733,4565,3549,5104,0,0,0
244,8501,2773,4565,3549,5104,0,0,0
245,8501,3564,4565,3549,5104,0,0,0
246,8501,3699,4565,3549,5104,0,0,0
247,8501,4229,4565,3549,5104,0,0,0
248,8502,4021,3916,3641,5104,3,0,0
249,8502,4232,3916,3641,5104,0,1,0
250,8502,4232,4544,3641,5104,1,2,0
251,8502,4232,4544,2641,5104,2,2,0
252,8502,4232,4544,3048,5104,2,2,0
253,8502,4232,4544,3881,5104,2,2,0
254,8502,4232,4544,3969,5104,2,2,0
255,8502,4232,4544,3028,5104,2,2,0
256,8503,3621,4565,3192,5104,3,1,0
257,8503,3621,3478,3192,5104,1,1,0
258,8503,3621,3008,3192,5104,1,1,0
259,8503,3621,2760,3192,5104,1,1,0
260,8503,3621,3841,3192,5104,1,0,0
261,8503,3899,3841,3192,5104,0,2,0
262,8503,3899,3841,2641,5104,2,0,0
263,8503,4229,3841,2641,5104,0,0,0
264,8504,3733,3934,2586,5104,3,2,0
265,8504,3733,3934,4293,5104,2,2,0
266,8504,3733,3934,3933,5104,2,2,0
267,8504,3733,3934,3501,5104,2,2,0
268,8504,3733,3934,3420,5104,2,2,0
269,8504,3733,3934,4044,5104,2,2,0
270,8504,3733,3934,4287,5104,2,2,0
271,8504,3733,3934,4135,5104,2,0,0
272,8505,2717,3285,2469,5104,3,1,0
273,8505,2717,4358,2469,5104,1,0,0
274,8505,3549,4358,2469,5104,0,0,0
275,8505,2963,4358,2469,5104,0,0,0
276,8505,3916,4358,2469,5104,0,0,0
277,8505,3270,4358,2469,5104,0,0,0
278,8505,4534,4358,2469,5104,0,0,0
279,8505,3339,4358,2469,5104,0,0,0
280,8506,3621,2690,3479,5104,3,1,0
281,8506,3621,2634,3479,5104,1,1,0
282,8506,3621,3501,3479,5104,1,2,0
283,8506,3621,3501,3721,5104,2,2,0
284,8506,3621,3501,3285,5104,2,2,0
285,8506,3621,3501,4560,5104,2,2,0
286,8506,3621,3501,3061,5104,2,2,0
287,8506,3621,3501,4484,5104,2,0,0
288,8507,3270,2869,4348,5104,3,1,0
289,8507,3270,3350,4348,5104,1,1,0
290,8507,3270,2796,4348,5104,1,1,0
291,8507,3270,4544,4348,5104,1,1,0
292,8507,3270,3322,4348,5104,1,1,0
293,8507,3270,3993,4348,5104,1,1,0
294,8507,3270,3148,4348,5104,1,2,0
295,8507,3270,3148,2977,5104,2,2,0
296,8508,2963,3836,4100,5104,3,0,0
297,8508,4565,3836,4100,5104,0,0,0
298,8508,3285,3836,4100,5104,0,0,0
299,8508,2693,3836,4100,5104,0,0,0
300,8508,3683,3836,4100,5104,0,0,0
301,8508,3511,3836,4100,5104,0,0,0
302,8508,4236,3836,4100,5104,0,2,0
303,8508,4236,3836,3680,5104,2,2,0
304,8509,4696,3084,4466,5105,3,2,0
305,8509,4696,3084,3501,5105,2,0,0
306,8509,2608,3084,3501,5105,0,2,0
307,8509,2608,3084,4366,5105,2,2,0
308,8509,2608,3084,3148,5105,2,1,0
309,8509,2608,2773,3148,5105,1,2,0
310,8509,2608,2773,2927,5105,2,0,0
311,8509,4199,2773,2927,5105,0,0,0
312,8510,3969,2625,2635,5105,3,2,0
313,8510,3969,2625,3252,5105,2,1,0
314,8510,3969,3511,3252,5105,1,1,0
315,8510,3969,3881,3252,5105,1,2,0
316,8510,3969,3881,3876,5105,2,2,0
317,8510,3969,3881,3211,5105,2,0,0
318,8510,3967,3881,3211,5105,0,1,0
319,8510,3967,3993,3211,5105,1,1,0
320,8511,3192,4542,3876,5105,3,1,0
321,8511,3192,4335,3876,5105,1,0,0
322,8511,3285,4335,3876,5105,0,0,0
323,8511,2464,4335,3876,5105,0,0,0
324,8511,2537,4335,3876,5105,0,2,0
325,8511,2537,4335,2888,5105,2,2,0
326,8511,2537,4335,4560,5105,2,2,0
327,8511,2537,4335,4289,5105,2,2,0
328,8512,3836,2888,3699,5105,3,1,0
329,8512,3836,2442,3699,5105,1,2,0
330,8512,3836,2442,2760,5105,2,2,0
331,8512,3836,2442,4078,5105,2,2,0
332,8512,3836,2442,4350,5105,2,1,0
333,8512,3836,3933,4350,5105,1,1,0
334,8512,3836,3052,4350,5105,1,1,0
335,8512,3836,2717,4350,5105,1,1,0
336,8513,3008,2537,3876,5105,3,0,0
337,8513,4199,2537,3876,5105,0,0,0
338,8513,4272,2537,3876,5105,0,2,0
339,8513,4272,2537,4333,5105,2,2,0
340,8513,4272,2537,3410,5105,2,1,0
341,8513,4272,4423,3410,5105,1,1,0
342,8513,4272,4560,3410,5105,1,1,0
343,8513,4272,3478,3410,5105,1,1,0
344,8514,4534,4236,4078,5105,3,2,0
345,8514,4534,4236,2754,5105,2,2,0
346,8514,4534,4236,2705,5105,2,1,0
347,8514,4534,3836,2705,5105,1,1,0
348,8514,4534,4272,2705,5105,1,0,0
349,8514,2608,4272,2705,5105,0,0,0
350,8514,4200,4272,2705,5105,0,0,0
351,8514,4565,4272,2705,5105,0,0,0
352,8515,2625,3420,2927,5105,3,1,0
353,8515,2625,3846,2927,5105,1,0,0
354,8515,4232,3846,2927,5105,0,2,0
355,8515,4232,3846,2634,5105,2,1,0
356,8515,4232,2469,2634,5105,1,1,0
357,8515,4232,3317,2634,5105,1,1,0
358,8515,4232,3993,2634,5105,1,1,0
359,8515,4232,3410,2634,5105,1,0,0
360,8516,4579,3326,4106,5105,3,1,0
361,8516,4579,4611,4106,5105,1,1,0
362,8516,4579,3621,4106,5105,1,0,0
363,8516,4005,3621,4106,5105,0,1,0
364,8516,4005,3267,4106,5105,1,1,0
365,8516,4005,4466,4106,5105,1,1,0
366,8516,4005,4287,4106,5105,1,0,0
367,8516,4565,4287,4106,5105,0,0,0
368,8517,2754,3170,3046,5105,3,2,0
369,8517,2754,3170,4423,5105,2,2,0
370,8517,2754,3170,4113,5105,2,0,0
371,8517,4542,3170,4113,5105,0,0,0
372,8517,2862,3170,4113,5105,0,0,0
373,8517,4100,3170,4113,5105,0,0,0
374,8517,3735,3170,4113,5105,0,1,0
375,8517,3735,4348,4113,5105,1,1,0
376,8518,3859,3317,4175,5105,3,0,0
377,8518,4560,3317,4175,5105,0,0,0
378,8518,4297,3317,4175,5105,0,2,0
379,8518,4297,3317,3479,5105,2,2,0
380,8518,4297,3317,3501,5105,2,0,0
381,8518,2634,3317,3501,5105,0,0,0
382,8518,4101,3317,3501,5105,0,0,0
383,8518,3410,3317,3501,5105,0,2,0
384,8519,3478,4175,3881,5105,3,2,0
385,8519,3478,4175,3285,5105,2,2,0
386,8519,3478,4175,3836,5105,2,2,0
387,8519,3478,4175,4423,5105,2,0,0
388,8519,2871,4175,4423,5105,0,0,0
389,8519,3325,4175,4423,5105,0,1,0
390,8519,3325,3683,4423,5105,1,1,0
391,8519,3325,3549,4423,5105,1,2,0
392,8520,3876,4361,4350,5105,3,0,0
393,8520,3683,4361,4350,5105,0,2,0
394,8520,3683,4361,3176,5105,2,1,0
395,8520,3683,4149,3176,5105,1,1,0
396,8520,3683,3326,3176,5105,1,1,0
397,8520,3683,2464,3176,5105,1,1,0
398,8520,3683,2773,3176,5105,1,0,0
399,8520,4348,2773,3176,5105,0,0,0
400,8521,4149,3350,3680,5105,3,2,0
401,8521,4149,3350,2694,5105,2,1,0
402,8521,4149,4078,2694,5105,1,1,0
403,8521,4149,3828,2694,5105,1,1,0
404,8521,4149,3298,2694,5105,1,1,0
405,8521,4149,3658,2694,5105,1,0,0
406,8521,4232,3658,2694,5105,0,0,0
407,8521,4611,3658,2694,5105,0,2,0
408,8522,2442,2796,2976,5105,3,0,0
409,8522,3780,2796,2976,5105,0,0,0
410,8522,2688,2796,2976,5105,0,2,0
411,8522,2688,2796,3782,5105,2,1,0
412,8522,2688,3479,3782,5105,1,1,0
413,8522,2688,2888,3782,5105,1,1,0
414,8522,2688,3676,3782,5105,1,1,0
415,8522,2688,4289,3782,5105,1,1,0
416,8523,3969,4649,3298,5105,3,0,0
417,8523,4696,4649,3298,5105,0,0,0
418,8523,2862,4649,3298,5105,0,1,0
419,8523,2862,4199,3298,5105,1,1,0
420,8523,2862,3899,3298,5105,1,1,0
421,8523,2862,3782,3298,5105,1,1,0
422,8523,2862,4044,3298,5105,1,1,0
423,8523,2862,3933,3298,5105,1,1,0
424,8524,3658,4348,2963,5105,3,0,0
425,8524,4466,4348,2963,5105,0,1,0
426,8524,4466,4323,2963,5105,1,0,0
427,8524,4544,4323,2963,5105,0,0,0
428,8524,3876,4323,2963,5105,0,0,0
429,8524,3967,4323,2963,5105,0,0,0
430,8524,4366,4323,2963,5105,0,0,0
431,8524,2773,4323,2963,5105,0,0,0
432,8525,3478,3680,3420,5105,3,1,0
433,8525,3478,3621,3420,5105,1,1,0
434,8525,3478,3760,3420,5105,1,1,0
435,8525,3478,3019,3420,5105,1,0,0
436,8525,2442,3019,3420,5105,0,0,0
437,8525,4579,3019,3420,5105,0,1,0
438,8525,4579,4290,3420,5105,1,1,0
439,8525,4579,3846,3420,5105,1,1,0
440,8526,2882,3008,3899,5105,3,0,0
441,8526,4293,3008,3899,5105,0,0,0
442,8526,3176,3008,3899,5105,0,1,0
443,8526,3176,3733,3899,5105,1,1,0
444,8526,3176,4560,3899,5105,1,2,0
445,8526,3176,4560,2927,5105,2,0,0
446,8526,4544,4560,2927,5105,0,1,0
447,8526,4544,2760,2927,5105,1,1,0
448,8527,3874,3760,4484,5105,3,2,0
449,8527,3874,3760,3317,5105,2,2,0
450,8527,3874,3760,3933,5105,2,1,0
451,8527,3874,2641,3933,5105,1,1,0
452,8527,3874,3564,3933,5105,1,2,0
453,8527,3874,3564,3479,5105,2,2,0
454,8527,3874,3564,3511,5105,2,0,0
455,8527,3192,3564,3511,5105,0,2,0
456,8528,3969,3641,2862,5105,3,2,0
457,8528,3969,3641,3511,5105,2,1,0
458,8528,3969,3052,3511,5105,1,0,0
459,8528,3967,3052,3511,5105,0,1,0
460,8528,3967,3322,3511,5105,1,1,0
461,8528,3967,2469,3511,5105,1,1,0
462,8528,3967,4484,3511,5105,1,1,0
463,8528,3967,3008,3511,5105,1,1,0
464,8529,2506,2559,4466,5105,3,1,0
465,8529,2506,4666,4466,5105,1,1,0
466,8529,2506,3780,4466,5105,1,1,0
467,8529,2506,4232,4466,5105,1,1,0
468,8529,2506,2977,4466,5105,1,1,0
469,8529,2506,3967,4466,5105,1,1,0
470,8529,2506,3876,4466,5105,1,2,0
471,8529,2506,3876,2888,5105,2,2,0
472,8530,3421,3019,4044,5105,3,2,0
473,8530,3421,3019,2634,5105,2,1,0
474,8530,3421,2888,2634,5105,1,1,0
475,8530,3421,2625,2634,5105,1,1,0
476,8530,3421,3597,2634,5105,1,1,0
477,8530,3421,3350,2634,5105,1,0,0
478,8530,4514,3350,2634,5105,0,1,0
479,8530,4514,4358,2634,5105,1,1,0
480,8531,3836,4135,3934,5105,3,2,0
481,8531,3836,4135,4101,5105,2,2,0
482,8531,3836,4135,3676,5105,2,2,0
483,8531,3836,4135,4348,5105,2,2,0
484,8531,3836,4135,4542,5105,2,2,0
485,8531,3836,4135,4297,5105,2,2,0
486,8531,3836,4135,3841,5105,2,2,0
487,8531,3836,4135,2869,5105,2,1,0
488,8532,4149,3420,4484,5105,3,2,0
489,8532,4149,3420,3680,5105,2,0,0
490,8532,4542,3420,3680,5105,0,1,0
491,8532,4542,4157,3680,5105,1,1,0
492,8532,4542,2537,3680,5105,1,1,0
493,8532,4542,3084,3680,5105,1,1,0
494,8532,4542,3699,3680,5105,1,1,0
495,8532,4542,4417,3680,5105,1,2,0
496,8533,4540,3828,3252,5105,3,0,0
497,8533,4676,3828,3252,5105,0,0,0
498,8533,3084,3828,3252,5105,0,2,0
499,8533,3084,3828,3967,5105,2,0,0
500,8533,3211,3828,3967,5105,0,1,0
501,8533,3211,4361,3967,5105,1,1,0
502,8533,3211,4005,3967,5105,1,1,0
503,8533,3211,2634,3967,5105,1,1,0
504,8534,4293,3326,4544,5105,3,1,0
505,8534,4293,3339,4544,5105,1,2,0
506,8534,4293,3339,3008,5105,2,2,0
507,8534,4293,3339,4158,5105,2,1,0
508,8534,4293,3828,4158,5105,1,1,0
509,8534,4293,2608,4158,5105,1,0,0
510,8534,2904,2608,4158,5105,0,0,0
511,8534,3916,2608,4158,5105,0,0,0
512,8535,3859,2904,2869,5105,3,1,0
513,8535,3859,4666,2869,5105,1,1,0
514,8535,3859,3933,2869,5105,1,1,0
515,8535,3859,4696,2869,5105,1,1,0
516,8535,3859,4361,2869,5105,1,0,0
517,8535,3170,4361,2869,5105,0,1,0
518,8535,3170,4649,2869,5105,1,1,0
519,8535,3170,2634,2869,5105,1,2,0
520,8536,4084,4560,2693,5105,3,1,0
521,8536,4084,3019,2693,5105,1,1,0
522,8536,4084,4078,2693,5105,1,1,0
523,8536,4084,2904,2693,5105,1,1,0
524,8536,4084,3933,2693,5105,1,1,0
525,8536,4084,2871,2693,5105,1,1,0
526,8536,4084,3052,2693,5105,1,1,0
527,8536,4084,3170,2693,5105,1,0,0
528,8537,4323,4158,4335,5105,3,1,0
529,8537,4323,2871,4335,5105,1,1,0
530,8537,4323,4333,4335,5105,1,1,0
531,8537,4323,3192,4335,5105,1,2,0
532,8537,4323,3192,2977,5105,2,0,0
533,8537,2623,3192,2977,5105,0,0,0
534,8537,4078,3192,2977,5105,0,0,0
535,8537,3828,3192,2977,5105,0,0,0
536,8538,2773,2705,4287,5105,3,0,0
537,8538,3478,2705,4287,5105,0,2,0
538,8538,3478,2705,3350,5105,2,2,0
539,8538,3478,2705,3836,5105,2,0,0
540,8538,3501,2705,3836,5105,0,0,0
541,8538,3680,2705,3836,5105,0,2,0
542,8538,3680,2705,4540,5105,2,2,0
543,8538,3680,2705,3549,5105,2,2,0
544,8539,3881,4244,3183,5105,3,2,0
545,8539,3881,4244,4084,5105,2,2,0
546,8539,3881,4244,4494,5105,2,1,0
547,8539,3881,3501,4494,5105,1,2,0
548,8539,3881,3501,4158,5105,2,2,0
549,8539,3881,3501,4676,5105,2,2,0
550,8539,3881,3501,4232,5105,2,2,0
551,8539,3881,3501,3478,5105,2,2,0
552,8540,4333,3972,3052,5105,3,2,0
553,8540,4333,3972,4200,5105,2,2,0
554,8540,4333,3972,3874,5105,2,2,0
555,8540,4333,3972,4293,5105,2,1,0
556,8540,4333,2754,4293,5105,1,0,0
557,8540,4158,2754,4293,5105,0,0,0
558,8540,2882,2754,4293,5105,0,0,0
559,8540,2634,2754,4293,5105,0,0,0
560,8541,3317,2537,3733,5105,3,2,0
561,8541,3317,2537,3549,5105,2,0,0
562,8541,2634,2537,3549,5105,0,2,0
563,8541,2634,2537,4335,5105,2,2,0
564,8541,2634,2537,4318,5105,2,2,0
565,8541,2634,2537,3846,5105,2,2,0
566,8541,2634,2537,2882,5105,2,2,0
567,8541,2634,2537,2586,5105,2,2,0
568,8542,4149,3028,4333,5105,3,2,0
569,8542,4149,3028,2464,5105,2,2,0
570,8542,4149,3028,3019,5105,2,2,0
571,8542,4149,3028,3322,5105,2,0,0
572,8542,4361,3028,3322,5105,0,0,0
573,8542,2634,3028,3322,5105,0,1,0
574,8542,2634,3859,3322,5105,1,1,0
575,8542,2634,2927,3322,5105,1,1,0
576,8543,4175,2977,3881,5105,3,1,0
577,8543,4175,4287,3881,5105,1,1,0
578,8543,4175,4199,3881,5105,1,1,0
579,8543,4175,4417,3881,5105,1,1,0
580,8543,4175,4157,3881,5105,1,1,0
581,8543,4175,3680,3881,5105,1,1,0
582,8543,4175,4494,3881,5105,1,2,0
583,8543,4175,4494,4200,5105,2,2,0
584,8544,4078,2807,4293,5105,3,1,0
585,8544,4078,2705,4293,5105,1,1,0
586,8544,4078,2717,4293,5105,1,1,0
587,8544,4078,4101,4293,5105,1,1,0
588,8544,4078,2773,4293,5105,1,1,0
589,8544,4078,4200,4293,5105,1,1,0
590,8544,4078,4579,4293,5105,1,1,0
591,8544,4078,3421,4293,5105,1,1,0
592,8545,3326,4323,3658,5105,3,2,0
593,8545,3326,4323,4350,5105,2,0,0
594,8545,3317,4323,4350,5105,0,1,0
595,8545,3317,3322,4350,5105,1,1,0
596,8545,3317,3933,4350,5105,1,2,0
597,8545,3317,3933,4348,5105,2,2,0
598,8545,3317,3933,4534,5105,2,2,0
599,8545,3317,3933,2977,5105,2,2,0
600,8546,4199,3252,3881,5105,3,2,0
601,8546,4199,3252,4229,5105,2,2,0
602,8546,4199,3252,3780,5105,2,2,0
603,8546,4199,3252,4423,5105,2,2,0
604,8546,4199,3252,4175,5105,2,2,0
605,8546,4199,3252,3028,5105,2,2,0
606,8546,4199,3252,4101,5105,2,2,0
