,participant_id,group,nativeness,sex,feature,weight
111,60c9f510282b994f965f122d,german,nonnative,male,emb1,0.4781972467899322
112,5c33373d01439b0001a09cdc,german,nonnative,male,emb1,0.3371248841285705
113,60df43042ab7b3826861bb39,german,nonnative,male,emb1,0.499696135520935
114,5fef28c2feba31d456459420,german,nonnative,female,emb1,0.5022132992744446
115,5f84ace0af0c021529fc4e3d,german,nonnative,male,emb1,0.6892818808555603
116,60140a6677aab7353e504619,german,nonnative,male,emb1,0.7048600912094116
117,5fb6d4a5ed317d13eac3455e,german,nonnative,male,emb1,0.4691053628921509
118,5f58c7ac49483e055a5b96bb,german,nonnative,male,emb1,0.5001769661903381
119,60fdb038bb7b41e60152a00c,german,nonnative,female,emb1,0.5006076693534851
120,5f74af468549be0a901bd70a,english_uk,native,female,emb2,0.5020193457603455
121,5f48b22e88eb74375510b57c,english_uk,native,male,emb2,0.5275564789772034
122,5f53c41a05affe6fdbed5168,english_uk,native,female,emb2,0.6295158863067627
123,60d65a2e6e744e4596cba461,english_uk,native,male,emb2,0.5234252214431763
124,5ea1c0f9b35e1109bb93dd20,english_uk,native,female,emb2,0.4960587918758392
125,609308bde839875a0ed8b8a9,english_uk,native,female,emb2,0.5337594151496887
126,5e94860a9ad2942dc5015711,english_uk,native,female,emb2,0.4989948868751526
127,60c75ff4ee16aa04cfcd60bf,english_uk,native,male,emb2,0.4892662167549133
128,60c7aec75ed5135a58faf813,english_uk,native,female,emb2,0.5614516139030457
129,60d0aebb6fc0867a91db8282,english_uk,native,female,emb2,0.513224184513092
130,608fef0be7832b05dfd9d56d,english_uk,native,male,emb2,0.7118485569953918
131,6078421a82b88488a16a2b1f,english_uk,native,female,emb2,0.6740370988845825
132,6058dba20257f28be1920c5c,english_uk,native,female,emb2,0.4983881413936615
133,611e6e0371738becff3551d8,english_uk,native,female,emb2,0.4534952342510223
134,61150dc88df7514d99d56af5,english_uk,native,female,emb2,0.5016567707061768
135,5fa3828e70d44c68e35ca305,english_uk,native,male,emb2,0.6693302392959595
136,61203db5c472e102f6a31867,english_uk,native,male,emb2,0.5737858414649963
137,602d25c3cc46516b77b98c28,english_uk,native,female,emb2,0.3363510370254516
138,61197b469838f3a6ccfe0b9a,english_uk,native,female,emb2,0.2926557660102844
139,611d378f0cce9add359a8324,english_uk,native,female,emb2,0.4575545787811279
140,60cf278fb23e7b5ac8967490,french,nonnative,female,emb2,0.5869118571281433
141,600816c1eaebcf3751af6865,french,nonnative,female,emb2,0.3862961828708648
142,5fc10a0a31a39e0a308b6194,french,nonnative,female,emb2,0.499216765165329
143,60698d567b61f5cd0c57b368,french,nonnative,female,emb2,0.357661098241806
144,60c79f56a6ace233a690c537,french,nonnative,female,emb2,0.4894393682479858
145,5feb5b328422b4722c08843f,french,nonnative,male,emb2,0.4985694289207458
146,5c6c0ed215875900019bf4d8,french,nonnative,male,emb2,0.4495713710784912
147,60c7cc3edbfd3121e3b553fb,french,nonnative,male,emb2,0.4771556854248047
148,608ae665000987dee19d8934,french,nonnative,male,emb2,0.526766836643219
149,60a10e1de3ee3737f08a517c,french,nonnative,female,emb2,0.5296755433082581
150,60cb146b583ee0d79a7e80cc,french,nonnative,male,emb2,0.5129460096359253
151,601efedca5824c3e2767c892,french,nonnative,female,emb2,0.4613014459609985
152,60c9019448ea85dc9d85dbdc,french,nonnative,female,emb2,0.408077210187912
153,5e70e14f8cd169064e5781e9,french,nonnative,male,emb2,0.4271333515644073
154,6001bef6297b5c0f7f6d089b,french,nonnative,male,emb2,0.2345138192176818
155,60db302f9c0d570c7f2e7653,french,nonnative,female,emb2,0.5029789805412292
156,606601c0d781efb83ac2dce4,french,nonnative,male,emb2,0.5022541880607605
157,61070401a557fd863bd0ac26,french,nonnative,male,emb2,0.22079898416996
158,61090783a01b97fbe95024dc,french,nonnative,female,emb2,0.5008290410041809
159,610bf50184d89a31761e243d,french,nonnative,male,emb2,0.49936243891716
160,60d5c473efa1cf467e529129,german,nonnative,female,emb2,0.5049704313278198
161,60cb0517890a97786899d2ea,german,nonnative,female,emb2,0.4833077192306518
162,601801e07f813cac4bdde144,german,nonnative,male,emb2,0.500745415687561
163,60da21dd73dff4888b35564f,german,nonnative,male,emb2,0.5105185508728027
164,5f4cd7926e1f3e8ed56bd215,german,nonnative,male,emb2,0.6022240519523621
165,60d10503b38976552a1b35da,german,nonnative,male,emb2,0.647951602935791
166,60d440a71dc9476a8ae48cae,german,nonnative,male,emb2,0.5609171390533447
167,60b819266c656fa8a43d5be1,german,nonnative,male,emb2,0.2690671682357788
168,6046c35a85aec60f5a09d11c,german,nonnative,male,emb2,0.4978480339050293
169,60bfc9efc639f29ac485ac6d,german,nonnative,female,emb2,0.4136364161968231
170,60060089125e50636ad6719e,german,nonnative,female,emb2,0.2381948232650756
171,60c9f510282b994f965f122d,german,nonnative,male,emb2,0.5012139081954956
172,5c33373d01439b0001a09cdc,german,nonnative,male,emb2,0.5541800856590271
173,60df43042ab7b3826861bb39,german,nonnative,male,emb2,0.5663744211196899
174,5fef28c2feba31d456459420,german,nonnative,female,emb2,0.635698676109314
175,5f84ace0af0c021529fc4e3d,german,nonnative,male,emb2,0.4628256857395172
176,60140a6677aab7353e504619,german,nonnative,male,emb2,0.5013388395309448
177,5fb6d4a5ed317d13eac3455e,german,nonnative,male,emb2,0.5028045773506165
178,5f58c7ac49483e055a5b96bb,german,nonnative,male,emb2,0.5014492273330688
179,60fdb038bb7b41e60152a00c,german,nonnative,female,emb2,0.3792447447776794
180,5f74af468549be0a901bd70a,english_uk,native,female,emb3,0.8208779692649841
181,5f48b22e88eb74375510b57c,english_uk,native,male,emb3,0.5434765219688416
182,5f53c41a05affe6fdbed5168,english_uk,native,female,emb3,0.5751963257789612
183,60d65a2e6e744e4596cba461,english_uk,native,male,emb3,0.498403936624527
184,5ea1c0f9b35e1109bb93dd20,english_uk,native,female,emb3,0.5490927696228027
185,609308bde839875a0ed8b8a9,english_uk,native,female,emb3,0.6979736685752869
186,5e94860a9ad2942dc5015711,english_uk,native,female,emb3,0.502023458480835
187,60c75ff4ee16aa04cfcd60bf,english_uk,native,male,emb3,0.4980770647525787
188,60c7aec75ed5135a58faf813,english_uk,native,female,emb3,0.8024800419807434
189,60d0aebb6fc0867a91db8282,english_uk,native,female,emb3,0.5029438734054565
190,608fef0be7832b05dfd9d56d,english_uk,native,male,emb3,0.4656125605106354
191,6078421a82b88488a16a2b1f,english_uk,native,female,emb3,0.7523234486579895
192,6058dba20257f28be1920c5c,english_uk,native,female,emb3,0.4986235797405243
193,611e6e0371738becff3551d8,english_uk,native,female,emb3,0.6881932020187378
194,61150dc88df7514d99d56af5,english_uk,native,female,emb3,0.5008053183555603
195,5fa3828e70d44c68e35ca305,english_uk,native,male,emb3,0.5352913737297058
196,61203db5c472e102f6a31867,english_uk,native,male,emb3,0.4990399479866028
197,602d25c3cc46516b77b98c28,english_uk,native,female,emb3,0.5011522173881531
198,61197b469838f3a6ccfe0b9a,english_uk,native,female,emb3,0.4388011991977691
199,611d378f0cce9add359a8324,english_uk,native,female,emb3,0.5008000731468201
200,60cf278fb23e7b5ac8967490,french,nonnative,female,emb3,0.4310454726219177
201,600816c1eaebcf3751af6865,french,nonnative,female,emb3,0.5015197992324829
202,5fc10a0a31a39e0a308b6194,french,nonnative,female,emb3,0.4979959428310394
203,60698d567b61f5cd0c57b368,french,nonnative,female,emb3,0.4429090619087219
204,60c79f56a6ace233a690c537,french,nonnative,female,emb3,0.529117226600647
205,5feb5b328422b4722c08843f,french,nonnative,male,emb3,0.4990886449813843
206,5c6c0ed215875900019bf4d8,french,nonnative,male,emb3,0.4042486548423767
207,60c7cc3edbfd3121e3b553fb,french,nonnative,male,emb3,0.4100371599197387
208,608ae665000987dee19d8934,french,nonnative,male,emb3,0.4463200271129608
209,60a10e1de3ee3737f08a517c,french,nonnative,female,emb3,0.4989739954471588
210,60cb146b583ee0d79a7e80cc,french,nonnative,male,emb3,0.4986836016178131
211,601efedca5824c3e2767c892,french,nonnative,female,emb3,0.496948629617691
212,60c9019448ea85dc9d85dbdc,french,nonnative,female,emb3,0.4748890995979309
213,5e70e14f8cd169064e5781e9,french,nonnative,male,emb3,0.5426837801933289
214,6001bef6297b5c0f7f6d089b,french,nonnative,male,emb3,0.5435304641723633
215,60db302f9c0d570c7f2e7653,french,nonnative,female,emb3,0.4016751646995544
216,606601c0d781efb83ac2dce4,french,nonnative,male,emb3,0.49956014752388
217,61070401a557fd863bd0ac26,french,nonnative,male,emb3,0.4963670372962951
218,61090783a01b97fbe95024dc,french,nonnative,female,emb3,0.4998385906219482
219,610bf50184d89a31761e243d,french,nonnative,male,emb3,0.4927465617656708
220,60d5c473efa1cf467e529129,german,nonnative,female,emb3,0.6600581407546997
221,60cb0517890a97786899d2ea,german,nonnative,female,emb3,0.4804867804050445
222,601801e07f813cac4bdde144,german,nonnative,male,emb3,0.3948200345039367
223,60da21dd73dff4888b35564f,german,nonnative,male,emb3,0.4075301587581634
224,5f4cd7926e1f3e8ed56bd215,german,nonnative,male,emb3,0.5011343359947205
225,60d10503b38976552a1b35da,german,nonnative,male,emb3,0.5638000965118408
226,60d440a71dc9476a8ae48cae,german,nonnative,male,emb3,0.526006817817688
227,60b819266c656fa8a43d5be1,german,nonnative,male,emb3,0.4615675508975982
228,6046c35a85aec60f5a09d11c,german,nonnative,male,emb3,0.4998869597911834
229,60bfc9efc639f29ac485ac6d,german,nonnative,female,emb3,0.499368280172348
230,60060089125e50636ad6719e,german,nonnative,female,emb3,0.4971056878566742
231,60c9f510282b994f965f122d,german,nonnative,male,emb3,0.5000656247138977
232,5c33373d01439b0001a09cdc,german,nonnative,male,emb3,0.499929666519165
233,60df43042ab7b3826861bb39,german,nonnative,male,emb3,0.4957558214664459
234,5fef28c2feba31d456459420,german,nonnative,female,emb3,0.4991542100906372
235,5f84ace0af0c021529fc4e3d,german,nonnative,male,emb3,0.594572126865387
236,60140a6677aab7353e504619,german,nonnative,male,emb3,0.5788016319274902
237,5fb6d4a5ed317d13eac3455e,german,nonnative,male,emb3,0.5002024173736572
238,5f58c7ac49483e055a5b96bb,german,nonnative,male,emb3,0.4792565703392029
239,60fdb038bb7b41e60152a00c,german,nonnative,female,emb3,0.4462411105632782
240,5f74af468549be0a901bd70a,english_uk,native,female,emb4,0.5006566047668457
241,5f48b22e88eb74375510b57c,english_uk,native,male,emb4,0.7061029672622681
242,5f53c41a05affe6fdbed5168,english_uk,native,female,emb4,0.8040920495986938
243,60d65a2e6e744e4596cba461,english_uk,native,male,emb4,0.5184476375579834
244,5ea1c0f9b35e1109bb93dd20,english_uk,native,female,emb4,0.4999392628669739
245,609308bde839875a0ed8b8a9,english_uk,native,female,emb4,0.7855779528617859
246,5e94860a9ad2942dc5015711,english_uk,native,female,emb4,0.402286171913147
247,60c75ff4ee16aa04cfcd60bf,english_uk,native,male,emb4,0.5149346590042114
248,60c7aec75ed5135a58faf813,english_uk,native,female,emb4,0.4815650582313537
249,60d0aebb6fc0867a91db8282,english_uk,native,female,emb4,0.498506486415863
250,608fef0be7832b05dfd9d56d,english_uk,native,male,emb4,0.5976513028144836
251,6078421a82b88488a16a2b1f,english_uk,native,female,emb4,0.814115047454834
252,6058dba20257f28be1920c5c,english_uk,native,female,emb4,0.694487988948822
253,611e6e0371738becff3551d8,english_uk,native,female,emb4,0.5860174894332886
254,61150dc88df7514d99d56af5,english_uk,native,female,emb4,0.5002852082252502
255,5fa3828e70d44c68e35ca305,english_uk,native,male,emb4,0.4985281825065613
256,61203db5c472e102f6a31867,english_uk,native,male,emb4,0.4995301067829132
257,602d25c3cc46516b77b98c28,english_uk,native,female,emb4,0.5270369648933411
258,61197b469838f3a6ccfe0b9a,english_uk,native,female,emb4,0.3952707350254059
259,611d378f0cce9add359a8324,english_uk,native,female,emb4,0.5221339464187622
260,60cf278fb23e7b5ac8967490,french,nonnative,female,emb4,0.4703117311000824
261,600816c1eaebcf3751af6865,french,nonnative,female,emb4,0.4318451583385467
262,5fc10a0a31a39e0a308b6194,french,nonnative,female,emb4,0.5019258856773376
263,60698d567b61f5cd0c57b368,french,nonnative,female,emb4,0.4611665308475494
264,60c79f56a6ace233a690c537,french,nonnative,female,emb4,0.5013455152511597
265,5feb5b328422b4722c08843f,french,nonnative,male,emb4,0.4968215227127075
266,5c6c0ed215875900019bf4d8,french,nonnative,male,emb4,0.4868786633014679
267,60c7cc3edbfd3121e3b553fb,french,nonnative,male,emb4,0.5001973509788513
268,608ae665000987dee19d8934,french,nonnative,male,emb4,0.4997355043888092
269,60a10e1de3ee3737f08a517c,french,nonnative,female,emb4,0.4776282608509063
270,60cb146b583ee0d79a7e80cc,french,nonnative,male,emb4,0.4603503048419952
271,601efedca5824c3e2767c892,french,nonnative,female,emb4,0.5055264830589294
272,60c9019448ea85dc9d85dbdc,french,nonnative,female,emb4,0.4995588362216949
273,5e70e14f8cd169064e5781e9,french,nonnative,male,emb4,0.5208634734153748
274,6001bef6297b5c0f7f6d089b,french,nonnative,male,emb4,0.326197475194931
275,60db302f9c0d570c7f2e7653,french,nonnative,female,emb4,0.5942922234535217
276,606601c0d781efb83ac2dce4,french,nonnative,male,emb4,0.5004473924636841
277,61070401a557fd863bd0ac26,french,nonnative,male,emb4,0.499650776386261
278,61090783a01b97fbe95024dc,french,nonnative,female,emb4,0.5131984949111938
279,610bf50184d89a31761e243d,french,nonnative,male,emb4,0.5006083846092224
280,60d5c473efa1cf467e529129,german,nonnative,female,emb4,0.5010019540786743
281,60cb0517890a97786899d2ea,german,nonnative,female,emb4,0.4948975145816803
282,601801e07f813cac4bdde144,german,nonnative,male,emb4,0.5715239644050598
283,60da21dd73dff4888b35564f,german,nonnative,male,emb4,0.4965772628784179
284,5f4cd7926e1f3e8ed56bd215,german,nonnative,male,emb4,0.4997241795063019
285,60d10503b38976552a1b35da,german,nonnative,male,emb4,0.3728937208652496
286,60d440a71dc9476a8ae48cae,german,nonnative,male,emb4,0.3529190123081207
287,60b819266c656fa8a43d5be1,german,nonnative,male,emb4,0.399755448102951
288,6046c35a85aec60f5a09d11c,german,nonnative,male,emb4,0.4995816946029663
289,60bfc9efc639f29ac485ac6d,german,nonnative,female,emb4,0.4999377727508545
290,60060089125e50636ad6719e,german,nonnative,female,emb4,0.5022406578063965
291,60c9f510282b994f965f122d,german,nonnative,male,emb4,0.3625428676605224
292,5c33373d01439b0001a09cdc,german,nonnative,male,emb4,0.4969770610332489
293,60df43042ab7b3826861bb39,german,nonnative,male,emb4,0.4979164898395538
294,5fef28c2feba31d456459420,german,nonnative,female,emb4,0.6014117002487183
295,5f84ace0af0c021529fc4e3d,german,nonnative,male,emb4,0.709101140499115
296,60140a6677aab7353e504619,german,nonnative,male,emb4,0.5019153356552124
297,5fb6d4a5ed317d13eac3455e,german,nonnative,male,emb4,0.4278960525989532
298,5f58c7ac49483e055a5b96bb,german,nonnative,male,emb4,0.5291404128074646
299,60fdb038bb7b41e60152a00c,german,nonnative,female,emb4,0.4030974507331848
300,5f74af468549be0a901bd70a,english_uk,native,female,emb5,0.500027596950531
301,5f48b22e88eb74375510b57c,english_uk,native,male,emb5,0.5001164674758911
302,5f53c41a05affe6fdbed5168,english_uk,native,female,emb5,0.5000121593475342
303,60d65a2e6e744e4596cba461,english_uk,native,male,emb5,0.4998493194580078
304,5ea1c0f9b35e1109bb93dd20,english_uk,native,female,emb5,0.4998972713947296
305,609308bde839875a0ed8b8a9,english_uk,native,female,emb5,0.500045895576477
306,5e94860a9ad2942dc5015711,english_uk,native,female,emb5,0.4998257756233215
307,60c75ff4ee16aa04cfcd60bf,english_uk,native,male,emb5,0.5000400543212891
308,60c7aec75ed5135a58faf813,english_uk,native,female,emb5,0.4999333620071411
309,60d0aebb6fc0867a91db8282,english_uk,native,female,emb5,0.5000672340393066
310,608fef0be7832b05dfd9d56d,english_uk,native,male,emb5,0.5000711679458618
311,6078421a82b88488a16a2b1f,english_uk,native,female,emb5,0.4999536275863647
312,6058dba20257f28be1920c5c,english_uk,native,female,emb5,0.5000750422477722
313,611e6e0371738becff3551d8,english_uk,native,female,emb5,0.5001010298728943
314,61150dc88df7514d99d56af5,english_uk,native,female,emb5,0.5000181794166565
315,5fa3828e70d44c68e35ca305,english_uk,native,male,emb5,0.499906450510025
316,61203db5c472e102f6a31867,english_uk,native,male,emb5,0.4999109804630279
317,602d25c3cc46516b77b98c28,english_uk,native,female,emb5,0.499924898147583
318,61197b469838f3a6ccfe0b9a,english_uk,native,female,emb5,0.4999654293060303
319,611d378f0cce9add359a8324,english_uk,native,female,emb5,0.5000026226043701
320,60cf278fb23e7b5ac8967490,french,nonnative,female,emb5,0.4999952316284179
321,600816c1eaebcf3751af6865,french,nonnative,female,emb5,0.5000331401824951
322,5fc10a0a31a39e0a308b6194,french,nonnative,female,emb5,0.4998667538166046
323,60698d567b61f5cd0c57b368,french,nonnative,female,emb5,0.5001506209373474
324,60c79f56a6ace233a690c537,french,nonnative,female,emb5,0.4999235868453979
325,5feb5b328422b4722c08843f,french,nonnative,male,emb5,0.4997920095920563
326,5c6c0ed215875900019bf4d8,french,nonnative,male,emb5,0.4997421503067016
327,60c7cc3edbfd3121e3b553fb,french,nonnative,male,emb5,0.5000350475311279
328,608ae665000987dee19d8934,french,nonnative,male,emb5,0.5000477433204651
329,60a10e1de3ee3737f08a517c,french,nonnative,female,emb5,0.5000152587890625
330,60cb146b583ee0d79a7e80cc,french,nonnative,male,emb5,0.5000964403152466
331,601efedca5824c3e2767c892,french,nonnative,female,emb5,0.4999131858348846
332,60c9019448ea85dc9d85dbdc,french,nonnative,female,emb5,0.5000470876693726
333,5e70e14f8cd169064e5781e9,french,nonnative,male,emb5,0.5000609159469604
334,6001bef6297b5c0f7f6d089b,french,nonnative,male,emb5,0.4999089539051056
335,60db302f9c0d570c7f2e7653,french,nonnative,female,emb5,0.5000376105308533
336,606601c0d781efb83ac2dce4,french,nonnative,male,emb5,0.4998885691165924
337,61070401a557fd863bd0ac26,french,nonnative,male,emb5,0.4999185800552368
338,61090783a01b97fbe95024dc,french,nonnative,female,emb5,0.5002349615097046
339,610bf50184d89a31761e243d,french,nonnative,male,emb5,0.500262975692749
340,60d5c473efa1cf467e529129,german,nonnative,female,emb5,0.4999830722808838
341,60cb0517890a97786899d2ea,german,nonnative,female,emb5,0.4999414682388305
342,601801e07f813cac4bdde144,german,nonnative,male,emb5,0.5000676512718201
343,60da21dd73dff4888b35564f,german,nonnative,male,emb5,0.500115692615509
344,5f4cd7926e1f3e8ed56bd215,german,nonnative,male,emb5,0.5001016855239868
345,60d10503b38976552a1b35da,german,nonnative,male,emb5,0.5001126527786255
346,60d440a71dc9476a8ae48cae,german,nonnative,male,emb5,0.5000710487365723
347,60b819266c656fa8a43d5be1,german,nonnative,male,emb5,0.4999330043792724
