,csvfile_items,csvfile_raters,csvfile_triplets,seed,batch_size,reg_type,max_iter,lr,test_rater,max_workers,verbose,device,num_dims,fit_items,fit_raters,fit_sequence,force_positive,distance,config_path,output_folder,state_dict_path,valid_loss,valid_accuracy,test_loss,test_accuracy,lambda_item,lambda_rater,fold,variables_item,variables_rater,time,train_accuracy,train_loss
30,data/triplets3ab_speakers.csv,data/triplets3ab_listeners.csv,data/triplets3ab_triplets.csv,123456,128,1,100,0.1,,300,False,cpu,8,True,True,True,softplus,dotproduct,configs/triplets3ab_crossval_categorical_4.cfg,configs/triplets3ab_crossval_categorical_4,configs/triplets3ab_crossval_categorical_4/model_state_0_0_0_0_30.pth,0.8835493713094477,0.6130756578947368,0.8877593697163096,0.6145833333333334,0.0,0.03162,5_0,,,754.6171381473541,0.6169590643274854,0.8747469451692369
31,data/triplets3ab_speakers.csv,data/triplets3ab_listeners.csv,data/triplets3ab_triplets.csv,123456,128,1,100,0.1,,300,False,cpu,8,True,True,True,softplus,dotproduct,configs/triplets3ab_crossval_categorical_4.cfg,configs/triplets3ab_crossval_categorical_4,configs/triplets3ab_crossval_categorical_4/model_state_0_0_0_0_31.pth,0.8835493713094477,0.6130756578947368,0.8877593697163096,0.6145833333333334,0.003162,0.03162,5_0,,,487.82700181007385,0.6169590643274854,0.8747469451692369
32,data/triplets3ab_speakers.csv,data/triplets3ab_listeners.csv,data/triplets3ab_triplets.csv,123456,128,1,100,0.1,,300,False,cpu,8,True,True,True,softplus,dotproduct,configs/triplets3ab_crossval_categorical_4.cfg,configs/triplets3ab_crossval_categorical_4,configs/triplets3ab_crossval_categorical_4/model_state_0_0_0_0_32.pth,0.8835493713094477,0.6130756578947368,0.8877593697163096,0.6145833333333334,0.01,0.03162,5_0,,,788.4822945594788,0.6169590643274854,0.8747469451692369
33,data/triplets3ab_speakers.csv,data/triplets3ab_listeners.csv,data/triplets3ab_triplets.csv,123456,128,1,100,0.1,,300,False,cpu,8,True,True,True,softplus,dotproduct,configs/triplets3ab_crossval_categorical_4.cfg,configs/triplets3ab_crossval_categorical_4,configs/triplets3ab_crossval_categorical_4/model_state_0_0_0_0_33.pth,0.8835493713094477,0.6130756578947368,0.8877593697163096,0.6145833333333334,0.03162,0.03162,5_0,,,812.6388063430786,0.6169590643274854,0.8747469451692369
34,data/triplets3ab_speakers.csv,data/triplets3ab_listeners.csv,data/triplets3ab_triplets.csv,123456,128,1,100,0.1,,300,False,cpu,8,True,True,True,softplus,dotproduct,configs/triplets3ab_crossval_categorical_4.cfg,configs/triplets3ab_crossval_categorical_4,configs/triplets3ab_crossval_categorical_4/model_state_0_0_0_0_34.pth,0.8835493713094477,0.6130756578947368,0.8877593697163096,0.6145833333333334,0.1,0.03162,5_0,,,488.51596784591675,0.6169590643274854,0.8747469451692369
35,data/triplets3ab_speakers.csv,data/triplets3ab_listeners.csv,data/triplets3ab_triplets.csv,123456,128,1,100,0.1,,300,False,cpu,8,True,True,True,softplus,dotproduct,configs/triplets3ab_crossval_categorical_4.cfg,configs/triplets3ab_crossval_categorical_4,configs/triplets3ab_crossval_categorical_4/model_state_0_0_0_0_35.pth,0.8835493713094477,0.6130756578947368,0.8877593697163096,0.6145833333333334,0.3162,0.03162,5_0,,,324.2035160064697,0.6169590643274854,0.8747469451692369
36,data/triplets3ab_speakers.csv,data/triplets3ab_listeners.csv,data/triplets3ab_triplets.csv,123456,128,1,100,0.1,,300,False,cpu,8,True,True,True,softplus,dotproduct,configs/triplets3ab_crossval_categorical_4.cfg,configs/triplets3ab_crossval_categorical_4,configs/triplets3ab_crossval_categorical_4/model_state_0_0_0_0_36.pth,0.8835493713094477,0.6130756578947368,0.8877593697163096,0.6145833333333334,1.0,0.03162,5_0,,,248.03860139846802,0.6169590643274854,0.8747469451692369
37,data/triplets3ab_speakers.csv,data/triplets3ab_listeners.csv,data/triplets3ab_triplets.csv,123456,128,1,100,0.1,,300,False,cpu,8,True,True,True,softplus,dotproduct,configs/triplets3ab_crossval_categorical_4.cfg,configs/triplets3ab_crossval_categorical_4,configs/triplets3ab_crossval_categorical_4/model_state_0_0_0_0_37.pth,0.8835493713094477,0.6130756578947368,0.8877593697163096,0.6145833333333334,3.162,0.03162,5_0,,,787.4691579341888,0.6169590643274854,0.8747469451692369
38,data/triplets3ab_speakers.csv,data/triplets3ab_listeners.csv,data/triplets3ab_triplets.csv,123456,128,1,100,0.1,,300,False,cpu,8,True,True,True,softplus,dotproduct,configs/triplets3ab_crossval_categorical_4.cfg,configs/triplets3ab_crossval_categorical_4,configs/triplets3ab_crossval_categorical_4/model_state_0_0_0_0_38.pth,0.8835493713094477,0.6130756578947368,0.8877593697163096,0.6145833333333334,10.0,0.03162,5_0,,,838.2614221572876,0.6169590643274854,0.8747469451692369
39,data/triplets3ab_speakers.csv,data/triplets3ab_listeners.csv,data/triplets3ab_triplets.csv,123456,128,1,100,0.1,,300,False,cpu,8,True,True,True,softplus,dotproduct,configs/triplets3ab_crossval_categorical_4.cfg,configs/triplets3ab_crossval_categorical_4,configs/triplets3ab_crossval_categorical_4/model_state_0_0_0_0_39.pth,0.8835493713094477,0.6130756578947368,0.8877593697163096,0.6145833333333334,31.62,0.03162,5_0,,,799.684855222702,0.6169590643274854,0.8747469451692369
40,data/triplets3ab_speakers.csv,data/triplets3ab_listeners.csv,data/triplets3ab_triplets.csv,123456,128,1,100,0.1,,300,False,cpu,8,True,True,True,softplus,dotproduct,configs/triplets3ab_crossval_categorical_4.cfg,configs/triplets3ab_crossval_categorical_4,configs/triplets3ab_crossval_categorical_4/model_state_0_0_0_0_40.pth,0.8835474451382955,0.6132127192982456,0.8878010344087032,0.614172149122807,0.0,0.1,5_0,,,770.3839247226715,0.6168676900584795,0.875059393762845
41,data/triplets3ab_speakers.csv,data/triplets3ab_listeners.csv,data/triplets3ab_triplets.csv,123456,128,1,100,0.1,,300,False,cpu,8,True,True,True,softplus,dotproduct,configs/triplets3ab_crossval_categorical_4.cfg,configs/triplets3ab_crossval_categorical_4,configs/triplets3ab_crossval_categorical_4/model_state_0_0_0_0_41.pth,0.8835474451382955,0.6132127192982456,0.8878010344087032,0.614172149122807,0.003162,0.1,5_0,,,721.8695690631866,0.6168676900584795,0.875059393762845
42,data/triplets3ab_speakers.csv,data/triplets3ab_listeners.csv,data/triplets3ab_triplets.csv,123456,128,1,100,0.1,,300,False,cpu,8,True,True,True,softplus,dotproduct,configs/triplets3ab_crossval_categorical_4.cfg,configs/triplets3ab_crossval_categorical_4,configs/triplets3ab_crossval_categorical_4/model_state_0_0_0_0_42.pth,0.8835474451382955,0.6132127192982456,0.8878010344087032,0.614172149122807,0.01,0.1,5_0,,,250.7181944847107,0.6168676900584795,0.875059393762845
43,data/triplets3ab_speakers.csv,data/triplets3ab_listeners.csv,data/triplets3ab_triplets.csv,123456,128,1,100,0.1,,300,False,cpu,8,True,True,True,softplus,dotproduct,configs/triplets3ab_crossval_categorical_4.cfg,configs/triplets3ab_crossval_categorical_4,configs/triplets3ab_crossval_categorical_4/model_state_0_0_0_0_43.pth,0.8835474451382955,0.6132127192982456,0.8878010344087032,0.614172149122807,0.03162,0.1,5_0,,,792.3464789390564,0.6168676900584795,0.875059393762845
